lang,rare_mode,avg_len,entropy,unconditional_entropy,test_loss,test_acc,val_loss,val_acc
ger_n,drop,5.86644951140065,2.17311977139719,2.88184537715559,1.50548763514791,0.671546283309958,1.47306678459543,0.680507830762038
cze,drop,6.28967065868264,1.35068027103612,2.74730341833028,0.375583523456699,0.909821366414658,0.335700816560341,0.920285980813945
