lang,rare_mode,avg_len,entropy,unconditional_entropy,test_loss,test_acc,val_loss,val_acc
ger_n,drop,5.86644951140065,2.17311977139719,2.88184537715559,1.87813853042713,0.601799906498364,1.86531988794194,0.609119331463301
cze,drop,6.28967065868264,1.35068027103612,2.74730341833028,0.818643632570544,0.797500800579202,0.802924148207571,0.797886470907648
