lang,rare_mode,avg_len,entropy,unconditional_entropy,test_loss,test_acc,val_loss,val_acc
ger_n,drop,5.86644951140065,2.17311977139719,2.88184537715559,1.5993709074888,0.653068022440393,1.57114891274726,0.657155797101449
cze,drop,6.28967065868264,1.35068027103612,2.74730341833028,0.556340555823185,0.872776130208986,0.544082391264046,0.876527017807666
